Unnamed: 0,id,scene,subject,script,intention
604,G1CM7,Home Office / Study (A room in a house used for work),NG2W,A person is tidying up their desk. The person sits down and starts reading a book.,reading
605,DIM24,Home Office / Study (A room in a house used for work),YMXV,A person is seen watching something in a bag. They begin standing and take some medicine out of the bag.,standing
606,SAGM9,Kitchen,R1OT,A person is standing in front of the window taking a dosage of medicine. They begin drinking water to wash it down.,drinking
607,VO45S,Kitchen,D0RU,"A person is standing in the doorway, holding a box. The person walks over to the sink, puts the box down, and begins washing the glass in the sink.",washing
608,0K0LP,Living room,I4RP,A person puts away homework and starts eating snacks and watching television instead.,eating
609,IHLXC,Living room,I4RP,"A person awakens on a chair in their home office. The person moves to a nearby sofa, and begins snuggling up to a blanket.",snuggling
610,B6HUA,Bedroom,1OHU,A person is smiling into a mirror then kicks a vacuum and starts laughing.,laughing
611,B8DL6,Kitchen,I2IV,A person pours a cup of coffee and sets it on the table. The person begins tidying the area around the table.,tidying
612,ARN8U,Living room,UO0Z,"A person who is sitting in front of a window drinks something from a glass, then they pick up a towel and begin snuggling it.",snuggling
614,WT405,Kitchen,8IOD,A person pours a glass of water that they then place in the refrigerator.  They then begin watching a show on a laptop.,watching
615,ZJR24,Laundry room,C7O9,A person takes out the vacuum and starts tidying the area. Another person brings a pillow that needs washing.,tidying
616,K34BE,Closet / Walk-in closet / Spear closet,BYF9,"A person stands in the doorway, holding a broom. The person begins tidying.",tidying
617,ROL2T,Bedroom,9Y7F,"One person in a towel starts dressing while another person sneezes, then laughs, from the doorway.",dressing
618,ME7II,Living room,UTMU,"Person is opening door while holding camera, then sits down on cough and starts watching television.",watching
619,WRFZW,Bedroom,HJJ4,A person is seen working while sitting on a chair. They begin pouring themselves some water and taking medicine.,pouring
620,A96EQ,Bedroom,YMXV,A person holding a broom opens the door to the study and walks inside. They survey the room with a dissatisfied expression and then begin sweeping the floor.,sweeping
621,KPWKY,Stairs,CCI9,One person grasping a cup of coffee starts sneezing as another person with a phone watches.,sneezing
622,GBPPR,Living room,0KZ7,A person is reading a book while eating some food. The person starts laughing and then stops to take a drink out of their cup.,laughing
623,XPZZL,Bedroom,9Y7F,"A person is sitting and doing their homework. Then, standing, the person reaches up and begins taking books off a shelf.",taking
624,4JSK6,Bedroom,YRJD,"A person awakens in bed. Still lying in bed, the person turns on the television and begins watching it.",watching
625,1YH1Y,Bedroom,ZSRZ,"A person is grasping a bag. They take some clothes and a towel out of the bag, and begin dressing.",dressing
626,D0Q6H,Stairs,ZAWX,A person is taking some shoes from their closet. They sit at a nearby table and begin putting on their shoes.,putting
627,DFJ3N,Kitchen,C7O9,A person is drinking water from a glass and puts a bag of groceries on the table. The person then begins cooking on the stove.,cooking
628,DW4YF,Home Office / Study (A room in a house used for work),UTMU,A person is drinking a cup of coffee. They begin grasping for a nearby back pillow before getting some work done.,grasping
629,J3KT5,Bathroom,HJJ4,The person is cleaning the sink and starts pouring cleanser down the drain. They then start grasping a cloth and clean the glass on the mirror.,pouring
630,18IDK,Bedroom,KFGP,"A person is lying in bed sleeping. The person awakens, reaches for a nearby book, opens it and starts reading.",reading
631,CFDXI,Bedroom,PO5L,A person is in their bedroom sitting at a table covered in dishes eating an apple. They stand and begin tidying up.,tidying
632,VLZ40,Stairs,DXDI,Person removes shoes and begins walking up the stairs grasping the rails but begins to struggle.  Person ends up sneezing and accidentally touching the picture on the wall before making it all the way upstairs.,walking
633,Q9BRQ,Entryway (A hall that is generally located at the entrance of a house),9PLL,"A person is lying in the entryway holing a bag, then starts dressing in more clothes.",dressing
634,RJU3H,Dining room,LTAC,A person sits in a chair in the dining room holding a coffee cup. They begin working on a crossword puzzle.,working
635,4G00A,Bedroom,HR43,"A person is pouring themselves a glass of water and then they begin drinking from that glass of water. After they finish, they pick up two items on the floor; some shoes and a broom.",drinking
636,75GKF,Kitchen,ENC8,"A person is cooking on the stove, then the person begins tidying up the sink.",tidying
637,RYQI0,Bedroom,D0RU,"A person in the bedroom is holding a picture of their family. In the other hand, they are holding a pillow and begin throwing in toward the door.",throwing
638,05WY6,Living room,2Q9D,"A person is undressing on their sofa, then the person starts sneezing in a towel.",sneezing
639,UNXLF,Kitchen,UTMU,A person in the kitchen is dressing by putting some clothes on. They begin playing with a towel by grasping it and twirling it in circles.,playing
640,F1MWB,Bedroom,Z68L,"Person is walking to box to put groceries in there, then starts closing box and starts sneezing.",closing
641,KQKNE,Bedroom,HR43,Person starts undressing than dressing again then looks at box with vacuum cleaner.,undressing
642,GY70Y,Living room,KFGP,A person is drinking water on the sofa. The person begins pouring it absently onto the floor as the person watches television.,pouring
643,ZGHLY,Bedroom,PKND,A person stands in a doorway holding a laptop. They open the laptop and begin laughing uncontrollably before collapsing on the bed holding their side.,laughing
644,CM5SK,Recreation room / Man cave,I2IV,"A person is sneezing as the person stands in front of the refrigerator. Then, taking a book from the table, the person sits on the sofa and begins watching TV.",watching
645,RCD08,Laundry room,YA10,A person smiling at a mirror starts waving a towel around and starts laughing.,waving
646,70SEI,Kitchen,XXN8,A person is sitting at the table drinking soda. Then the person walks to the sink and begins doing the dishes.,doing
647,7SUTI,Dining room,1OHU,One person opens the window and starts sneezing as another person is in a chair smiling and holding a camera.,sneezing
648,ZI2XH,Home Office / Study (A room in a house used for work),T7C3,"A person begins tidying a shelf, then proceeds by leaving a pillow as they leave the room",tidying
650,FKZQN,Bedroom,5LWB,One person is holding a glass and smiling as another person walks up to a shelf and starts dressing.,dressing
651,WOOYQ,Entryway (A hall that is generally located at the entrance of a house),YMXV,A person holding a towel walks through the doorway and begins laughing. The run back out the doorway and come back with the broom they had forgotten.,laughing
652,JV524,Closet / Walk-in closet / Spear closet,ZSRZ,"One person puts down a pair of shoes, then holds the doorknob and starts sneezing.",sneezing
653,WIPMO,Laundry room,T7C3,A person is smiling while looking at a picture album on a table.  The person starts closing the album.,closing
655,2DDGF,Hallway,KFGP,A person is drinking water from a glass. Then the person puts their laptop on a shelf and begins tidying up.,tidying
656,0VKEE,Garage,DXDI,A person is smiling while taking food out of a box then they begin sneezing.,sneezing
659,Q8TB3,Living room,ZSRZ,"One person sits down with a picture in front of a mirror, then opens up a bottle of medicine and starts sneezing.",sneezing
660,MFWQ7,Bathroom,8718,"A person runs into the bathroom, grasping their phone. The person sits in a chair, and begins playing with the phone.",playing
661,DH66I,Living room,KFGP,A person walks into the living room carrying a box of groceries. The person removes an item and begins eating it.,eating
662,QEXP4,Bedroom,R1OT,A person in the bedroom is sitting on a bed folding a towel and starts washing a mirror.,washing
663,6GY1M,Basement (A room below the ground floor),JVLO,"A person walks in the room, smiles, sits in a chair and begins using a laptop.",using
